Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP004986,Male,Yes,2,Graduate,No,25631,3174,,300.0,1.0,Semiurban,Y
LP001368,Female,No,2,Graduate,No,26269,1234,208.0,,1.0,Semiurban,Y
LP007416,Male,No,0,Graduate,No,9973,4095,180.0,,1.0,Urban,Y
LP002888,Male,Yes,0,Graduate,No,1512,10092,26.0,240.0,1.0,Urban,Y
LP004679,Female,Yes,2,Graduate,No,33419,800,167.0,240.0,1.0,Urban,Y
LP007628,Male,Yes,2,Graduate,No,25220,270,184.0,480.0,1.0,Rural,Y
LP005496,Male,No,,Not Graduate,No,6207,596,200.0,300.0,1.0,Urban,Y
LP007342,Male,Yes,0,Not Graduate,No,5839,3143,231.0,360.0,1.0,Urban,N
LP007490,Female,No,1,Not Graduate,No,5242,1192,104.0,360.0,1.0,Urban,N
LP004185,Male,Yes,0,Graduate,Yes,11643,9230,59.0,360.0,1.0,Semiurban,Y
LP000793,Male,No,1,Graduate,No,11123,455,216.0,360.0,1.0,Urban,Y
LP007863,Male,Yes,2,Graduate,No,9054,70675,199.0,180.0,1.0,Rural,Y
LP002273,Male,No,1,Not Graduate,No,65307,160,183.0,360.0,1.0,Rural,Y
LP000272,Female,Yes,2,Graduate,No,11330,662,221.0,180.0,1.0,Semiurban,Y
LP004677,Male,Yes,1,Graduate,Yes,4898,818,171.0,240.0,1.0,Semiurban,Y
LP004983,Female,No,1,Graduate,No,6310,1271,110.0,360.0,0.0,Rural,Y
LP006213,Male,Yes,0,Graduate,No,16452,505,206.0,360.0,1.0,Urban,Y
LP007348,,Yes,0,Not Graduate,Yes,31403,1962,136.0,360.0,1.0,Urban,Y
LP000817,Male,No,1,Graduate,Yes,15421,247,111.0,240.0,1.0,Semiurban,N
LP009495,Female,Yes,0,Graduate,No,31180,639,94.0,480.0,1.0,Semiurban,Y
LP007035,Male,,0,Not Graduate,No,7140,507,179.0,300.0,1.0,Rural,Y
LP008141,Male,Yes,0,Graduate,No,78478,693,112.0,360.0,1.0,Semiurban,Y
LP001478,Female,No,0,Graduate,No,2902,5691,135.0,300.0,1.0,Rural,N
LP001824,Female,No,,Graduate,No,10510,1053,86.0,300.0,1.0,Urban,Y
LP001569,Female,Yes,1,Not Graduate,No,77256,718,117.0,240.0,1.0,Urban,Y
LP005639,Male,No,0,Graduate,Yes,36244,2744,53.0,360.0,1.0,Rural,Y
LP007927,Female,Yes,1,Graduate,No,3419,5822,152.0,,1.0,Semiurban,Y
LP001802,Female,Yes,1,Graduate,No,6485,12775,74.0,360.0,1.0,Urban,Y
LP006376,Male,,1,Not Graduate,No,17388,2103,147.0,300.0,1.0,Urban,Y
LP002514,Male,Yes,2,Graduate,No,24241,157,188.0,360.0,1.0,Urban,Y
LP007476,Male,Yes,2,Graduate,No,10665,1056,222.0,300.0,1.0,Semiurban,Y
LP001851,Male,Yes,0,Not Graduate,No,6635,565,124.0,480.0,1.0,Semiurban,Y
LP008666,Male,Yes,0,Graduate,No,7844,775,,360.0,1.0,Urban,N
LP000616,Female,Yes,0,Graduate,No,13378,6664,142.0,360.0,,Rural,Y
LP008993,Male,No,0,Graduate,No,6414,1097,109.0,480.0,1.0,Rural,N
LP009050,Male,Yes,0,Not Graduate,No,19546,945,57.0,360.0,,Semiurban,Y
LP001889,Female,Yes,2,Graduate,Yes,5246,435,160.0,180.0,1.0,Urban,Y
LP003810,Male,Yes,0,Graduate,No,33947,4403,245.0,,1.0,Semiurban,Y
LP006820,Female,No,2,Graduate,No,8707,270,164.0,240.0,0.0,Urban,N
LP006005,Male,No,1,Not Graduate,No,32952,500,169.0,360.0,1.0,Urban,Y
LP008059,Male,Yes,0,Not Graduate,No,26628,1177,194.0,240.0,1.0,Urban,Y
LP008981,Female,No,1,Graduate,No,6432,1832,184.0,360.0,1.0,Semiurban,Y
LP003277,Female,Yes,0,Not Graduate,No,2281,3023,112.0,360.0,1.0,Semiurban,N
LP008006,Male,Yes,1,Not Graduate,No,12049,192,176.0,180.0,1.0,Semiurban,Y
LP009592,Male,Yes,2,Graduate,Yes,22535,941,120.0,240.0,1.0,Semiurban,Y
LP009118,Female,Yes,0,Graduate,Yes,1840,2261,202.0,360.0,0.0,Rural,Y
LP002281,Male,Yes,1,Graduate,No,15515,5398,205.0,180.0,1.0,Semiurban,Y
LP001334,Female,No,1,Graduate,No,6101,3853,118.0,360.0,1.0,Rural,Y
LP009089,Male,No,0,Graduate,No,6993,32147,168.0,120.0,1.0,Semiurban,Y
LP005522,Male,No,0,Graduate,No,6505,3799,146.0,180.0,1.0,Semiurban,N
LP002883,Male,Yes,1,Graduate,No,77068,5881,143.0,240.0,1.0,Urban,Y
LP000206,Male,Yes,,Graduate,Yes,26115,1556,225.0,120.0,1.0,Urban,Y
LP009281,Male,Yes,0,Graduate,No,19735,2107,179.0,360.0,0.0,Semiurban,Y
LP001268,Male,Yes,2,Graduate,,17671,619,242.0,360.0,1.0,Semiurban,Y
LP007932,Female,Yes,0,Not Graduate,Yes,7471,281,68.0,240.0,1.0,Rural,Y
LP004490,Male,,,Graduate,Yes,43652,499,245.0,360.0,1.0,Semiurban,Y
LP006929,Female,Yes,0,Graduate,Yes,11677,632,228.0,300.0,1.0,Urban,N
LP009998,Female,Yes,0,Graduate,No,53535,373,144.0,360.0,1.0,Urban,Y
LP007239,Female,No,1,Not Graduate,No,19401,1034,233.0,120.0,0.0,Semiurban,Y
LP002435,Female,Yes,0,Graduate,No,25432,992,150.0,360.0,1.0,Rural,Y
LP009416,Male,Yes,1,Graduate,No,31112,507,113.0,240.0,1.0,Rural,Y
LP000515,Male,Yes,1,Graduate,,5932,833,131.0,360.0,0.0,Semiurban,Y
LP000885,Female,Yes,2,Graduate,No,3593,514,116.0,480.0,1.0,Rural,N
LP000579,Male,Yes,1,Not Graduate,No,32363,1662,50.0,240.0,1.0,Urban,Y
LP005192,Female,Yes,3+,Graduate,No,12001,2264,42.0,360.0,1.0,Urban,Y
LP006738,Male,Yes,1,Graduate,No,4430,3564,114.0,240.0,1.0,Urban,Y
LP003088,,No,1,Graduate,No,21025,4400,123.0,300.0,,Urban,N
LP000120,Male,No,0,Graduate,No,4462,868,,300.0,1.0,Semiurban,Y
LP004786,Male,No,1,Graduate,No,33200,1240,122.0,240.0,1.0,Semiurban,Y
LP006389,Male,Yes,3+,Graduate,No,12507,2531,135.0,240.0,1.0,Semiurban,N
LP006001,Female,Yes,0,Not Graduate,No,24926,3412,106.0,300.0,1.0,Urban,Y
LP003950,Male,No,3+,Graduate,No,9262,4421,77.0,360.0,1.0,Urban,Y
LP003802,Female,Yes,0,Graduate,Yes,10093,1354,126.0,360.0,1.0,Semiurban,N
LP007174,Female,Yes,3+,Not Graduate,,5523,4139,104.0,480.0,1.0,Semiurban,Y
LP005497,Male,Yes,1,Graduate,No,16731,1643,183.0,240.0,1.0,Rural,Y
LP001541,Female,No,2,Graduate,Yes,30261,892,165.0,360.0,0.0,Urban,Y
LP003477,Female,,0,Graduate,No,66128,1182,163.0,480.0,1.0,Semiurban,Y
LP000082,Female,Yes,1,Not Graduate,No,11645,340,176.0,360.0,1.0,Semiurban,N
LP008932,Male,No,1,Not Graduate,No,6909,2821,145.0,480.0,1.0,Semiurban,N
LP004702,Male,Yes,3+,Graduate,No,28131,3801,213.0,360.0,1.0,Semiurban,Y
LP003821,Male,Yes,0,Graduate,No,10547,8927,187.0,300.0,1.0,Semiurban,Y
LP000442,Female,No,0,Not Graduate,No,3766,1090,114.0,300.0,1.0,Urban,Y
LP002240,Male,No,0,Graduate,No,10544,1623,159.0,300.0,0.0,Rural,N
LP007640,Male,No,2,Graduate,No,2923,1789,116.0,300.0,0.0,Rural,N
LP005827,Female,Yes,0,Graduate,No,6990,357,135.0,360.0,1.0,Rural,Y
LP009626,Male,Yes,0,Graduate,No,15141,471,218.0,480.0,1.0,Urban,Y
LP008979,Female,Yes,1,Not Graduate,No,7391,836,133.0,360.0,1.0,Rural,Y
LP000897,Male,Yes,2,Not Graduate,No,30239,745,162.0,360.0,1.0,Semiurban,Y
LP008307,Male,,1,Not Graduate,No,11335,576,142.0,360.0,0.0,Rural,Y
LP001652,Male,Yes,1,Graduate,No,9479,382,82.0,300.0,1.0,Urban,Y
LP008554,Male,Yes,0,Graduate,No,9903,2929,117.0,360.0,1.0,Semiurban,Y
LP007845,Female,No,0,Graduate,No,15260,525,199.0,360.0,1.0,Semiurban,Y
LP009067,Male,Yes,0,Not Graduate,No,5671,251,174.0,240.0,0.0,Rural,N
LP007915,Male,Yes,2,Graduate,No,8590,8415,174.0,300.0,1.0,Urban,Y
LP009112,Male,Yes,1,Graduate,No,9863,3430,,360.0,1.0,Semiurban,Y
LP001273,Female,Yes,1,Graduate,No,3995,741,157.0,360.0,1.0,Rural,N
LP005599,Female,No,0,Graduate,No,6976,21452,205.0,480.0,1.0,Urban,Y
LP000527,Male,Yes,3+,Graduate,No,5162,1107,108.0,,1.0,Semiurban,Y
LP007334,Male,No,3+,Graduate,No,17545,151,243.0,240.0,1.0,Urban,Y
LP007647,Male,Yes,0,Graduate,Yes,14360,493,98.0,180.0,1.0,Urban,Y
LP005406,Female,Yes,,Graduate,No,2830,138,134.0,360.0,1.0,Urban,Y
LP000197,Female,No,,Graduate,Yes,19973,1116,91.0,480.0,1.0,Semiurban,Y
LP009049,Female,Yes,,Graduate,Yes,21714,25011,155.0,360.0,1.0,Semiurban,Y
LP002623,Male,No,0,Graduate,No,11064,2751,175.0,480.0,1.0,Rural,N
LP009479,Male,Yes,0,Graduate,No,5788,219,114.0,240.0,0.0,Urban,N
LP009728,Male,Yes,0,Graduate,No,15855,256,163.0,240.0,1.0,Semiurban,Y
LP007573,Male,Yes,,Graduate,No,18403,370,231.0,360.0,0.0,Urban,N
LP004255,Male,No,2,Graduate,No,46714,12765,132.0,360.0,1.0,Semiurban,Y
LP006307,Male,,0,Graduate,Yes,15273,1768,41.0,300.0,1.0,Semiurban,Y
LP001241,Female,Yes,2,Graduate,No,16623,1505,200.0,,1.0,Urban,Y
LP000332,Female,Yes,1,Graduate,No,45529,1474,150.0,120.0,0.0,Urban,N
LP007571,Male,No,1,Not Graduate,No,9295,291,175.0,180.0,1.0,Semiurban,N
LP008241,Female,Yes,2,Graduate,No,6652,1381,160.0,300.0,0.0,Rural,N
LP009658,Male,No,2,Graduate,No,9883,7056,162.0,180.0,1.0,Rural,Y
LP006569,Male,No,1,Not Graduate,Yes,8224,4663,,360.0,1.0,Semiurban,Y
LP000520,Male,No,1,Graduate,No,13081,827,128.0,360.0,1.0,Rural,N
LP009002,Male,,0,Graduate,No,2695,524,224.0,360.0,1.0,Rural,N
LP008646,Male,Yes,1,Not Graduate,,56024,4392,147.0,,1.0,Rural,Y
LP000006,Male,No,2,Graduate,No,3910,2554,208.0,120.0,1.0,Urban,N
LP009116,Male,Yes,0,Graduate,No,12913,2783,216.0,180.0,1.0,Semiurban,N
LP007126,Male,Yes,1,Graduate,No,18759,2379,187.0,360.0,1.0,Urban,Y
LP006547,Male,No,,Not Graduate,No,59915,526,93.0,300.0,1.0,Urban,Y
LP007943,Female,Yes,2,Not Graduate,No,27295,2139,308.0,360.0,1.0,Rural,Y
LP004389,Male,Yes,3+,Graduate,No,5864,290,81.0,360.0,1.0,Semiurban,Y
LP000205,Female,Yes,2,Not Graduate,No,8834,570,135.0,360.0,1.0,Urban,Y
LP008531,Female,Yes,2,Not Graduate,Yes,16771,3546,108.0,300.0,0.0,Rural,Y
LP003991,Male,Yes,0,Graduate,No,29401,2112,147.0,,1.0,Rural,Y
LP001191,Male,Yes,0,Graduate,,7484,723,133.0,360.0,1.0,Semiurban,Y
LP000853,Male,Yes,0,Not Graduate,No,12307,1891,51.0,360.0,1.0,Rural,Y
LP002278,Male,Yes,3+,Graduate,No,29375,4716,187.0,300.0,1.0,Rural,Y
LP002304,Male,Yes,2,Graduate,No,34290,1066,117.0,360.0,1.0,Urban,Y
LP007372,Female,Yes,,Graduate,No,20935,183,90.0,360.0,1.0,Urban,Y
LP003144,Male,Yes,2,Graduate,Yes,1976,203,148.0,300.0,0.0,Semiurban,N
LP006692,Male,Yes,0,Graduate,No,5968,5615,211.0,240.0,1.0,Semiurban,Y
LP005618,Male,,0,Graduate,No,10981,267,105.0,300.0,1.0,Urban,Y
LP000227,Female,No,0,Not Graduate,No,24631,4671,65.0,,1.0,Rural,Y
LP008321,Male,Yes,,Graduate,Yes,21342,2311,230.0,180.0,1.0,Urban,Y
LP001138,Male,No,1,Not Graduate,No,19350,2563,208.0,300.0,1.0,Semiurban,Y
LP000540,Male,Yes,2,Graduate,No,10766,4128,299.0,180.0,1.0,Semiurban,Y
LP003943,Male,Yes,0,Graduate,No,6597,1582,130.0,300.0,1.0,Urban,Y
LP005369,Female,,1,Graduate,No,27218,4739,133.0,300.0,1.0,Semiurban,Y
LP004437,Male,No,1,Graduate,No,17684,170,123.0,120.0,1.0,Urban,Y
LP000707,Male,Yes,2,Graduate,No,23716,2500,140.0,120.0,1.0,Urban,Y
LP004146,Female,Yes,0,Graduate,No,5102,479,189.0,120.0,1.0,Rural,N
LP005343,Male,Yes,0,Graduate,No,12293,1687,257.0,180.0,1.0,Urban,Y
LP005203,,Yes,1,Graduate,No,70346,801,103.0,360.0,1.0,Semiurban,Y
LP004985,Male,No,0,Graduate,No,7470,1451,110.0,300.0,0.0,Urban,N
LP003552,Male,Yes,0,Graduate,No,3903,64,150.0,360.0,0.0,Semiurban,N
LP000649,Female,No,0,Graduate,No,22434,262,203.0,360.0,1.0,Urban,Y
LP006592,Male,No,0,Graduate,No,5348,704,74.0,480.0,1.0,Semiurban,Y
LP006992,Male,Yes,0,Graduate,No,13709,7943,149.0,240.0,1.0,Urban,Y
LP000339,Male,Yes,1,Graduate,No,31603,1069,158.0,480.0,1.0,Urban,Y
LP009790,Male,Yes,1,Graduate,No,6999,842,60.0,360.0,0.0,Rural,Y
LP001638,Male,Yes,0,Graduate,No,19224,3582,115.0,360.0,0.0,Rural,Y
LP003170,Male,Yes,1,Graduate,No,37142,8208,128.0,360.0,1.0,Urban,Y
LP003195,,Yes,0,Graduate,No,18006,1645,142.0,360.0,1.0,Semiurban,Y
LP002033,Male,No,1,Graduate,No,4846,4458,143.0,360.0,1.0,Rural,Y
LP004546,Female,Yes,2,Not Graduate,No,4387,7688,131.0,360.0,1.0,Rural,Y
LP003506,Female,No,0,Graduate,No,7539,6222,181.0,360.0,1.0,Semiurban,N
LP007989,Female,No,1,Graduate,No,1586,2137,60.0,360.0,1.0,Urban,N
LP000267,Female,Yes,1,Graduate,No,15991,1731,,480.0,1.0,Rural,Y
LP003475,Female,Yes,0,Graduate,No,18948,179,152.0,300.0,,Rural,N
LP001827,Male,Yes,1,Not Graduate,No,15387,929,114.0,120.0,1.0,Semiurban,N
LP009330,Female,Yes,1,Not Graduate,No,3279,112,134.0,240.0,1.0,Rural,N
LP009886,Female,Yes,0,Graduate,Yes,28171,8974,195.0,300.0,0.0,Urban,Y
LP008066,Male,No,0,Graduate,No,7410,1165,167.0,360.0,1.0,Semiurban,Y
LP003295,Female,Yes,3+,Not Graduate,No,45292,1054,150.0,300.0,1.0,Semiurban,Y
LP008938,Female,No,1,Graduate,No,36015,2126,191.0,480.0,0.0,Rural,Y
LP000969,Male,Yes,1,Graduate,No,20007,869,123.0,360.0,,Urban,Y
LP004133,Female,Yes,0,Graduate,,6086,1509,171.0,300.0,1.0,Semiurban,Y
LP007471,Female,No,2,Not Graduate,No,18533,1246,189.0,360.0,0.0,Urban,Y
LP000575,Female,No,3+,Graduate,,19852,1007,203.0,240.0,1.0,Urban,Y
LP009990,Female,No,0,Not Graduate,No,11548,1200,79.0,480.0,1.0,Urban,Y
LP001701,Female,Yes,0,Graduate,No,36727,11685,102.0,240.0,1.0,Urban,Y
LP000681,,Yes,0,Not Graduate,No,6760,6853,68.0,360.0,1.0,Rural,Y
LP006323,Male,No,0,Graduate,No,25021,6249,157.0,360.0,1.0,Rural,Y
LP000971,Female,Yes,3+,Not Graduate,No,16163,383,203.0,480.0,1.0,Urban,Y
LP001807,,No,0,Graduate,No,14672,532,220.0,180.0,1.0,Rural,Y
LP006680,Male,Yes,0,Graduate,No,6053,426,129.0,120.0,1.0,Urban,Y
LP009756,Male,Yes,0,Graduate,No,9694,420,111.0,180.0,1.0,Semiurban,Y
LP002644,Female,No,0,Graduate,Yes,18747,381,158.0,480.0,1.0,Semiurban,Y
LP005364,Female,Yes,2,Not Graduate,No,6504,1336,119.0,300.0,1.0,Urban,Y
LP002833,Male,Yes,0,Graduate,No,16436,1683,-10.0,120.0,1.0,Urban,Y
LP003005,Male,Yes,2,Graduate,No,6045,124,145.0,360.0,1.0,Urban,Y
LP000883,Male,Yes,2,Graduate,No,14304,735,183.0,360.0,1.0,Urban,N
LP004125,Female,,0,Graduate,No,56018,209,139.0,240.0,1.0,Urban,Y
LP000486,Female,No,0,Graduate,No,8998,993,116.0,360.0,1.0,Rural,Y
LP007993,Male,Yes,0,Graduate,No,13983,3351,63.0,360.0,1.0,Urban,Y
LP001760,Male,Yes,0,Not Graduate,No,16108,294,115.0,240.0,1.0,Semiurban,Y
LP005653,Male,No,0,Graduate,No,10099,1956,138.0,300.0,0.0,Semiurban,N
LP009482,Male,Yes,0,Graduate,No,20526,778,94.0,300.0,1.0,Semiurban,Y
LP007226,Female,Yes,0,Not Graduate,Yes,9051,1442,108.0,360.0,1.0,Semiurban,Y
LP001170,Male,Yes,1,Graduate,No,26401,353,141.0,300.0,1.0,Urban,Y
LP000416,Male,No,0,Graduate,No,1865,235,207.0,360.0,0.0,Urban,N
LP003003,Male,No,0,Not Graduate,No,5511,236,125.0,240.0,1.0,Semiurban,N
LP006745,Male,Yes,1,Graduate,No,24771,1202,169.0,480.0,1.0,Rural,Y
LP001255,Female,Yes,,Graduate,No,6861,1031,104.0,360.0,0.0,Urban,Y
LP006630,,Yes,0,Graduate,Yes,14565,1321,181.0,120.0,1.0,Semiurban,N
LP004718,Female,No,2,Graduate,No,15281,6052,203.0,360.0,1.0,Urban,Y
LP005471,Female,Yes,0,Graduate,No,23535,4033,84.0,480.0,1.0,Urban,Y
LP006910,Male,Yes,2,Graduate,No,31478,4131,110.0,240.0,1.0,Semiurban,Y
LP001086,Male,Yes,0,Not Graduate,,24748,1640,255.0,360.0,,Semiurban,N
LP007343,Female,No,1,Graduate,Yes,5311,3918,162.0,240.0,1.0,Rural,Y
LP000022,Male,Yes,0,Graduate,No,6922,843,129.0,360.0,0.0,Semiurban,Y
LP006179,Male,Yes,1,Not Graduate,No,5862,236,132.0,360.0,,Semiurban,N
LP000733,Female,No,1,Graduate,,56368,472,157.0,360.0,1.0,Urban,Y
LP002863,Female,Yes,0,Graduate,No,3302,1456,95.0,300.0,1.0,Urban,Y
LP009866,Male,No,2,Graduate,,128314,2769,71.0,180.0,0.0,Urban,Y
LP003529,Female,,0,Graduate,No,8393,414,124.0,120.0,0.0,Semiurban,Y
LP000096,Male,,1,Not Graduate,No,15194,1199,145.0,300.0,1.0,Urban,Y
LP005651,Female,Yes,1,Graduate,No,7231,1417,,360.0,1.0,Urban,N
LP003778,Male,Yes,0,Graduate,No,41271,238,139.0,120.0,1.0,Urban,Y
LP003855,Female,Yes,0,Graduate,No,21403,7270,,300.0,1.0,Urban,Y
LP009888,Female,No,1,Graduate,No,22718,139,214.0,180.0,1.0,Semiurban,Y
LP007173,,Yes,0,Graduate,Yes,6360,2266,147.0,360.0,1.0,Urban,N
LP007703,Female,Yes,2,Not Graduate,No,5739,450,28.0,120.0,1.0,Urban,N
LP009528,Male,Yes,1,Graduate,Yes,4230,654,148.0,480.0,1.0,Urban,Y
LP009696,Male,Yes,1,Graduate,No,38647,1631,117.0,480.0,1.0,Rural,Y
LP007666,Male,Yes,1,Graduate,No,44578,2102,80.0,240.0,1.0,Rural,Y
LP006163,Male,Yes,1,Not Graduate,No,7571,3015,91.0,240.0,1.0,Urban,Y
LP004915,Male,Yes,1,Graduate,No,14977,393,116.0,120.0,1.0,Urban,Y
LP009614,Male,Yes,2,Graduate,Yes,23191,47,133.0,180.0,1.0,Urban,Y
LP004455,Female,Yes,1,Graduate,No,8244,1394,,240.0,1.0,Rural,Y
LP007494,Male,Yes,0,Graduate,Yes,15760,155,230.0,240.0,1.0,Rural,Y
LP007587,Male,Yes,2,Graduate,Yes,26439,749,115.0,240.0,1.0,Semiurban,Y
LP007676,Male,Yes,0,Graduate,No,35134,345,146.0,360.0,1.0,Semiurban,Y
LP001060,Female,No,0,Graduate,No,15658,300,103.0,360.0,1.0,Rural,Y
LP009492,Male,No,2,Graduate,No,23215,2820,152.0,300.0,1.0,Urban,Y
LP005241,Female,No,2,Graduate,No,14441,969,134.0,300.0,1.0,Rural,Y
LP006155,,Yes,0,Graduate,No,24338,187,202.0,,1.0,Semiurban,Y
LP007466,Male,Yes,0,Graduate,No,4778,283,,300.0,1.0,Urban,Y
LP003401,Male,No,,Graduate,No,16347,1713,221.0,360.0,1.0,Rural,Y
LP006649,Female,Yes,0,Graduate,No,6769,13530,157.0,180.0,0.0,Semiurban,N
LP005547,Male,Yes,0,Not Graduate,No,54923,1422,195.0,120.0,1.0,Urban,Y
LP004081,Female,Yes,,Not Graduate,No,22667,355,149.0,240.0,1.0,Urban,Y
LP007725,Female,No,2,Graduate,No,44734,48,176.0,360.0,1.0,Rural,Y
LP008203,Female,No,0,Graduate,No,33554,3947,192.0,360.0,,Semiurban,Y
LP006445,,Yes,3+,Not Graduate,No,16087,99,126.0,240.0,0.0,Semiurban,N
LP006795,Male,Yes,0,Graduate,No,20132,343,73.0,240.0,0.0,Semiurban,Y
LP005083,Female,Yes,2,Graduate,Yes,36544,3226,44.0,,1.0,Semiurban,Y
LP002073,Male,Yes,0,Graduate,No,11067,1447,117.0,120.0,1.0,Rural,Y
LP007875,Male,No,2,Graduate,No,26305,1028,161.0,360.0,1.0,Semiurban,Y
LP000166,Female,Yes,,Not Graduate,No,51228,1554,171.0,360.0,1.0,Urban,Y
LP003077,,No,1,Graduate,,6976,1815,191.0,240.0,1.0,Semiurban,Y
LP001690,Female,Yes,0,Not Graduate,No,10138,1011,143.0,480.0,1.0,Urban,N
LP004775,Male,No,0,Graduate,No,42505,508,244.0,120.0,1.0,Semiurban,Y
LP005443,Male,Yes,,Graduate,No,4724,736,66.0,300.0,1.0,Urban,Y
LP004329,Male,Yes,1,Not Graduate,Yes,19553,6690,152.0,360.0,1.0,Rural,Y
LP004665,Female,Yes,1,Graduate,No,8636,1315,202.0,300.0,1.0,Urban,Y
LP000997,Female,No,,Not Graduate,Yes,8517,679,,180.0,1.0,Rural,Y
LP002207,Male,No,0,Not Graduate,No,25022,7185,108.0,360.0,,Semiurban,Y
LP003254,Male,Yes,1,Graduate,No,5828,1813,163.0,480.0,1.0,Rural,Y
LP004973,Male,Yes,2,Graduate,No,7588,2553,142.0,240.0,0.0,Urban,N
LP005757,Female,Yes,,Not Graduate,No,7760,186,107.0,480.0,1.0,Urban,Y
LP005483,Male,Yes,0,Graduate,Yes,22234,1353,100.0,300.0,1.0,Urban,Y
LP006535,Male,Yes,1,Graduate,No,4572,867,154.0,180.0,1.0,Semiurban,N
LP009908,,No,0,Graduate,No,16769,2683,174.0,300.0,1.0,Rural,Y
LP009036,Female,Yes,1,Graduate,No,5689,3367,165.0,240.0,1.0,Urban,N
LP002901,Male,No,0,Graduate,No,19935,315,152.0,180.0,1.0,Urban,Y
LP004211,Male,Yes,1,Graduate,No,43175,2351,264.0,,1.0,Semiurban,Y
LP002359,Male,Yes,3+,Graduate,No,15674,548,151.0,,1.0,Rural,Y
LP002613,Male,,,Graduate,No,25852,1320,202.0,120.0,1.0,Semiurban,Y
LP008916,Male,Yes,1,Graduate,No,20704,2073,198.0,360.0,1.0,Rural,Y
LP006957,Male,Yes,1,Graduate,No,6048,2262,173.0,360.0,,Urban,Y
LP008719,Female,Yes,0,Graduate,No,22914,1007,139.0,360.0,1.0,Urban,Y
LP001672,Female,Yes,1,Not Graduate,No,17488,4199,209.0,240.0,1.0,Semiurban,Y
LP005585,Male,Yes,1,Not Graduate,No,11844,3680,160.0,300.0,0.0,Urban,Y
LP003359,Female,No,2,Graduate,No,8349,7494,,300.0,1.0,Urban,Y
LP006121,Male,No,1,Graduate,No,48134,522,175.0,300.0,1.0,Rural,Y
LP009829,Female,No,2,Not Graduate,No,16413,345,,180.0,1.0,Semiurban,Y
LP002275,Female,Yes,3+,Graduate,No,2443,541,179.0,480.0,0.0,Urban,N
LP003322,Male,Yes,1,Graduate,Yes,11679,1288,83.0,360.0,1.0,Rural,Y
LP003458,Female,Yes,2,Not Graduate,No,13312,966,,300.0,1.0,Urban,N
LP001731,Male,No,2,Graduate,No,5826,129,213.0,360.0,1.0,Semiurban,Y
LP002731,Female,Yes,1,Graduate,Yes,12345,393,213.0,120.0,0.0,Rural,Y
LP002484,Male,Yes,0,Not Graduate,No,14190,49,138.0,240.0,1.0,Urban,N
LP006799,Male,Yes,3+,Graduate,No,15414,2875,141.0,240.0,1.0,Semiurban,Y
LP006318,Male,No,0,Graduate,,10681,1308,216.0,240.0,1.0,Semiurban,N
LP003557,Male,Yes,1,Graduate,No,32947,230,94.0,360.0,1.0,Urban,Y
LP008806,Female,No,0,Graduate,No,8665,635,187.0,360.0,1.0,Rural,Y
LP008931,Male,Yes,0,Not Graduate,No,21492,1023,223.0,480.0,1.0,Urban,Y
LP001537,Male,No,1,Graduate,No,9174,2985,218.0,,1.0,Rural,Y
LP002507,Female,,1,Graduate,No,6721,7869,158.0,,1.0,Urban,Y
LP007012,Female,No,0,Graduate,Yes,21157,1050,184.0,360.0,1.0,Urban,Y
LP004498,Male,Yes,3+,Not Graduate,No,6292,209,155.0,360.0,1.0,Rural,Y
LP007328,Female,Yes,2,Graduate,No,4086,628,197.0,240.0,1.0,Rural,N
LP008279,Male,Yes,0,Graduate,No,29647,875,199.0,300.0,1.0,Urban,Y
LP005810,Male,Yes,2,Graduate,No,4077,341,57.0,480.0,1.0,Rural,N
LP002578,Female,Yes,1,Graduate,No,37515,1857,81.0,240.0,1.0,Semiurban,Y
LP005969,Female,Yes,0,Not Graduate,No,20661,342,138.0,180.0,1.0,Semiurban,Y
LP006617,Male,Yes,2,Not Graduate,No,7810,1663,172.0,360.0,0.0,Urban,N
LP007614,Male,Yes,,Graduate,Yes,8360,119,137.0,300.0,1.0,Semiurban,Y
LP004873,Male,Yes,0,Not Graduate,No,36202,3862,153.0,180.0,0.0,Rural,Y
LP004674,Male,No,1,Graduate,,11936,535,121.0,360.0,1.0,Urban,Y
LP003139,Male,No,,Graduate,Yes,9771,478,234.0,300.0,1.0,Semiurban,N
LP006841,Female,No,0,Not Graduate,No,30778,489,294.0,180.0,0.0,Rural,Y
LP000365,Female,Yes,0,Graduate,No,17335,8395,186.0,180.0,1.0,Urban,Y
LP002390,Female,Yes,0,Graduate,Yes,33387,1526,143.0,480.0,1.0,Semiurban,Y
LP004099,Male,Yes,0,Not Graduate,No,9625,133,162.0,240.0,1.0,Semiurban,Y
LP005274,Female,No,1,Graduate,,9536,404,74.0,300.0,1.0,Semiurban,Y
LP003933,Female,Yes,0,Not Graduate,Yes,20680,956,102.0,,0.0,Rural,Y
LP007325,,Yes,1,Graduate,No,6748,233,142.0,360.0,1.0,Urban,N
LP005045,Female,No,0,Graduate,No,5440,910,207.0,360.0,1.0,Urban,Y
LP002135,Female,Yes,0,Graduate,No,36870,1440,129.0,180.0,1.0,Rural,Y
LP006901,Male,Yes,2,Not Graduate,No,8590,385,95.0,300.0,1.0,Semiurban,N
