movie_id,title,clean_title,year,genres
789,Swimming with Sharks (1995),Swimming with Sharks,1995,Comedy|Drama
790,Tommy Boy (1995),Tommy Boy,1995,Comedy
791,"Baby-Sitters Club, The (1995)","Baby-Sitters Club, The",1995,Children
792,Bullets Over Broadway (1994),Bullets Over Broadway,1994,Comedy
793,Crooklyn (1994),Crooklyn,1994,Comedy
794,It Could Happen to You (1994),It Could Happen to You,1994,Drama|Romance
795,Richie Rich (1994),Richie Rich,1994,Children|Comedy
796,Speechless (1994),Speechless,1994,Comedy|Romance
797,Timecop (1994),Timecop,1994,Action|Sci-Fi
798,Bad Company (1995),Bad Company,1995,Action
799,Boys Life (1995),Boys Life,1995,Drama
800,In the Mouth of Madness (1995),In the Mouth of Madness,1995,Horror|Thriller
801,"Air Up There, The (1994)","Air Up There, The",1994,Comedy
802,Hard Target (1993),Hard Target,1993,Action|Adventure|Crime|Thriller
803,Heaven & Earth (1993),Heaven & Earth,1993,Action|Drama|War
804,Jimmy Hollywood (1994),Jimmy Hollywood,1994,Comedy
805,Manhattan Murder Mystery (1993),Manhattan Murder Mystery,1993,Comedy|Mystery
806,Menace II Society (1993),Menace II Society,1993,Action|Crime|Drama
807,Poetic Justice (1993),Poetic Justice,1993,Drama
808,"Program, The (1993)","Program, The",1993,Action|Drama
809,Rising Sun (1993),Rising Sun,1993,Action|Drama|Mystery
810,"Shadow, The (1994)","Shadow, The",1994,Action
811,Thirty-Two Short Films About Glenn Gould (1993),Thirty-Two Short Films About Glenn Gould,1993,Documentary
812,Andre (1994),Andre,1994,Adventure|Children
813,"Celluloid Closet, The (1995)","Celluloid Closet, The",1995,Documentary
814,"Great Day in Harlem, A (1994)","Great Day in Harlem, A",1994,Documentary
815,One Fine Day (1996),One Fine Day,1996,Drama|Romance
816,Candyman: Farewell to the Flesh (1995),Candyman: Farewell to the Flesh,1995,Horror
817,Frisk (1995),Frisk,1995,Drama
818,Girl 6 (1996),Girl 6,1996,Comedy
819,Eddie (1996),Eddie,1996,Comedy
820,Space Jam (1996),Space Jam,1996,Adventure|Animation|Children|Comedy|Fantasy
821,Mrs. Winterbourne (1996),Mrs. Winterbourne,1996,Comedy|Romance
822,Faces (1968),Faces,1968,Drama
823,Mulholland Falls (1996),Mulholland Falls,1996,Crime|Film-Noir|Thriller
824,"Great White Hype, The (1996)","Great White Hype, The",1996,Comedy
825,"Arrival, The (1996)","Arrival, The",1996,Action|Sci-Fi|Thriller
826,"Phantom, The (1996)","Phantom, The",1996,Adventure
827,Daylight (1996),Daylight,1996,Action|Adventure|Thriller
828,Alaska (1996),Alaska,1996,Adventure|Children
829,Fled (1996),Fled,1996,Action|Adventure
830,Power 98 (1995),Power 98,1995,Action|Mystery|Thriller
831,Escape from L.A. (1996),Escape from L.A.,1996,Action|Adventure|Sci-Fi|Thriller
832,Bogus (1996),Bogus,1996,Children|Drama|Fantasy
833,Bulletproof (1996),Bulletproof,1996,Action
834,Halloween: The Curse of Michael Myers (1995),Halloween: The Curse of Michael Myers,1995,Horror|Thriller
835,"Gay Divorcee, The (1934)","Gay Divorcee, The",1934,Comedy|Musical|Romance
836,Ninotchka (1939),Ninotchka,1939,Comedy|Romance
837,Meet John Doe (1941),Meet John Doe,1941,Drama
838,In the Line of Duty 2 (1987),In the Line of Duty 2,1987,Action
839,Loch Ness (1995),Loch Ness,1995,Horror|Thriller
840,Last Man Standing (1996),Last Man Standing,1996,Action|Drama|Western
841,"Glimmer Man, The (1996)","Glimmer Man, The",1996,Action|Thriller
842,Pollyanna (1960),Pollyanna,1960,Children|Comedy|Drama
843,"Shaggy Dog, The (1959)","Shaggy Dog, The",1959,Children|Comedy
844,Freeway (1996),Freeway,1996,Crime
845,That Thing You Do! (1996),That Thing You Do!,1996,Comedy
846,To Gillian on Her 37th Birthday (1996),To Gillian on Her 37th Birthday,1996,Drama|Romance
847,Looking for Richard (1996),Looking for Richard,1996,Documentary|Drama
848,"Murder, My Sweet (1944)","Murder, My Sweet",1944,Film-Noir|Thriller
849,Days of Thunder (1990),Days of Thunder,1990,Action|Romance
850,"Perfect Candidate, A (1996)","Perfect Candidate, A",1996,Documentary
851,Two or Three Things I Know About Her (1966),Two or Three Things I Know About Her,1966,Drama
852,"Bloody Child, The (1996)","Bloody Child, The",1996,Drama|Thriller
853,Braindead (1992),Braindead,1992,Comedy|Horror
854,Bad Taste (1987),Bad Taste,1987,Comedy|Horror
855,Diva (1981),Diva,1981,Action|Drama|Mystery|Romance|Thriller
856,Night on Earth (1991),Night on Earth,1991,Comedy|Drama
857,Paris Was a Woman (1995),Paris Was a Woman,1995,Documentary
858,Amityville: Dollhouse (1996),Amityville: Dollhouse,1996,Horror
859,April Fool's Day (1986),April Fool's Day,1986,Comedy|Horror
860,"Believers, The (1987)","Believers, The",1987,Horror|Thriller
861,Nosferatu a Venezia (1986),Nosferatu a Venezia,1986,Horror
862,Jingle All the Way (1996),Jingle All the Way,1996,Adventure|Children|Comedy
863,"Garden of Finzi-Contini, The (Giardino dei Finzi-Contini, Il) (1970)","Garden of Finzi-Contini, The (Giardino dei Finzi-Contini, Il)",1970,Drama
864,My Fellow Americans (1996),My Fellow Americans,1996,Comedy
865,"Ice Storm, The (1997)","Ice Storm, The",1997,Drama
866,Michael (1996),Michael,1996,Comedy|Romance
867,"Whole Wide World, The (1996)","Whole Wide World, The",1996,Drama
868,Hearts and Minds (1996),Hearts and Minds,1996,Drama
869,Fools Rush In (1997),Fools Rush In,1997,Comedy|Romance
870,Touch (1997),Touch,1997,Romance
871,Vegas Vacation (1997),Vegas Vacation,1997,Comedy
872,Love Jones (1997),Love Jones,1997,Romance
873,Picture Perfect (1997),Picture Perfect,1997,Comedy|Romance
874,Career Girls (1997),Career Girls,1997,Drama
875,She's So Lovely (1997),She's So Lovely,1997,Drama|Romance
876,Money Talks (1997),Money Talks,1997,Action|Comedy
877,Excess Baggage (1997),Excess Baggage,1997,Adventure|Romance
878,That Darn Cat! (1997),That Darn Cat!,1997,Children|Comedy|Mystery
879,"Peacemaker, The (1997)","Peacemaker, The",1997,Action|Thriller|War
880,Soul Food (1997),Soul Food,1997,Drama
881,Money Talks (1997),Money Talks,1997,Action|Comedy
882,Washington Square (1997),Washington Square,1997,Drama
883,Telling Lies in America (1997),Telling Lies in America,1997,Drama
884,Year of the Horse (1997),Year of the Horse,1997,Documentary
885,Phantoms (1998),Phantoms,1998,Horror
886,"Life Less Ordinary, A (1997)","Life Less Ordinary, A",1997,Romance|Thriller
887,Eve's Bayou (1997),Eve's Bayou,1997,Drama
888,One Night Stand (1997),One Night Stand,1997,Drama
889,"Tango Lesson, The (1997)","Tango Lesson, The",1997,Romance
890,Mortal Kombat: Annihilation (1997),Mortal Kombat: Annihilation,1997,Action|Adventure
891,Bent (1997),Bent,1997,Drama|War
892,Flubber (1997),Flubber,1997,Children|Comedy|Fantasy
893,For Richer or Poorer (1997),For Richer or Poorer,1997,Comedy
894,Home Alone 3 (1997),Home Alone 3,1997,Children|Comedy
895,Scream 2 (1997),Scream 2,1997,Horror|Thriller
896,"Sweet Hereafter, The (1997)","Sweet Hereafter, The",1997,Drama
897,Time Tracers (1995),Time Tracers,1995,Action|Adventure|Sci-Fi
898,"Postman, The (1997)","Postman, The",1997,Drama
899,"Winter Guest, The (1997)","Winter Guest, The",1997,Drama
900,Kundun (1997),Kundun,1997,Drama
901,Mr. Magoo (1997),Mr. Magoo,1997,Comedy
902,"Big Lebowski, The (1998)","Big Lebowski, The",1998,Comedy|Crime|Mystery|Thriller
903,Afterglow (1997),Afterglow,1997,Drama|Romance
904,Ma vie en rose (My Life in Pink) (1997),Ma vie en rose (My Life in Pink),1997,Comedy|Drama
905,Great Expectations (1998),Great Expectations,1998,Drama|Romance
906,Oscar & Lucinda (1997),Oscar & Lucinda,1997,Drama|Romance
907,Vermin (1998),Vermin,1998,Comedy
908,Half Baked (1998),Half Baked,1998,Comedy
909,Dangerous Beauty (1998),Dangerous Beauty,1998,Drama
910,Nil By Mouth (1997),Nil By Mouth,1997,Drama
911,Twilight (1998),Twilight,1998,Crime|Drama
912,U.S. Marshalls (1998),U.S. Marshalls,1998,Action|Thriller
913,Love and Death on Long Island (1997),Love and Death on Long Island,1997,Comedy
914,Wild Things (1998),Wild Things,1998,Crime|Drama|Mystery|Thriller
915,Primary Colors (1998),Primary Colors,1998,Drama
916,Lost in Space (1998),Lost in Space,1998,Action|Sci-Fi|Thriller
917,Mercury Rising (1998),Mercury Rising,1998,Action|Drama|Thriller
918,City of Angels (1998),City of Angels,1998,Romance
919,"City of Lost Children, The (1995)","City of Lost Children, The",1995,Adventure|Sci-Fi
920,Two Bits (1995),Two Bits,1995,Drama
921,Farewell My Concubine (1993),Farewell My Concubine,1993,Drama|Romance
922,Dead Man (1995),Dead Man,1995,Western
923,Raise the Red Lantern (1991),Raise the Red Lantern,1991,Drama
924,White Squall (1996),White Squall,1996,Adventure|Drama
925,Unforgettable (1996),Unforgettable,1996,Sci-Fi|Thriller
926,Down Periscope (1996),Down Periscope,1996,Comedy
927,"Flower of My Secret, The (Flor de mi secreto, La) (1995)","Flower of My Secret, The (Flor de mi secreto, La)",1995,Drama
928,"Craft, The (1996)","Craft, The",1996,Drama|Horror
929,Harriet the Spy (1996),Harriet the Spy,1996,Children|Comedy
930,Chain Reaction (1996),Chain Reaction,1996,Action|Adventure|Thriller
931,"Island of Dr. Moreau, The (1996)","Island of Dr. Moreau, The",1996,Sci-Fi|Thriller
932,First Kid (1996),First Kid,1996,Children|Comedy
933,"Funeral, The (1996)","Funeral, The",1996,Drama
934,"Preacher's Wife, The (1996)","Preacher's Wife, The",1996,Drama
935,Paradise Road (1997),Paradise Road,1997,Drama|War
936,Brassed Off (1996),Brassed Off,1996,Comedy|Drama|Romance
937,"Thousand Acres, A (1997)","Thousand Acres, A",1997,Drama
938,"Smile Like Yours, A (1997)","Smile Like Yours, A",1997,Comedy|Romance
939,Murder in the First (1995),Murder in the First,1995,Drama|Thriller
940,Airheads (1994),Airheads,1994,Comedy
941,With Honors (1994),With Honors,1994,Comedy|Drama
942,What's Love Got to Do with It (1993),What's Love Got to Do with It,1993,Drama
943,Killing Zoe (1994),Killing Zoe,1994,Thriller
944,Renaissance Man (1994),Renaissance Man,1994,Comedy|Drama|War
945,Charade (1963),Charade,1963,Comedy|Mystery|Romance|Thriller
946,"Fox and the Hound, The (1981)","Fox and the Hound, The",1981,Animation|Children
947,"Big Blue, The (Grand bleu, Le) (1988)","Big Blue, The (Grand bleu, Le)",1988,Adventure|Romance
948,Booty Call (1997),Booty Call,1997,Comedy|Romance
949,How to Make an American Quilt (1995),How to Make an American Quilt,1995,Drama|Romance
950,Georgia (1995),Georgia,1995,Drama
951,"Indian in the Cupboard, The (1995)","Indian in the Cupboard, The",1995,Adventure|Children|Fantasy
952,Blue in the Face (1995),Blue in the Face,1995,Comedy
953,Unstrung Heroes (1995),Unstrung Heroes,1995,Comedy|Drama
954,Unzipped (1995),Unzipped,1995,Documentary
955,Before Sunrise (1995),Before Sunrise,1995,Drama|Romance
956,Nobody's Fool (1994),Nobody's Fool,1994,Drama
957,Pushing Hands (1992),Pushing Hands,1992,Comedy
958,To Live (Huozhe) (1994),To Live (Huozhe),1994,Drama
959,Dazed and Confused (1993),Dazed and Confused,1993,Comedy
960,Naked (1993),Naked,1993,Drama
961,Orlando (1993),Orlando,1993,Drama
962,Ruby in Paradise (1993),Ruby in Paradise,1993,Drama
963,Some Folks Call It a Sling Blade (1993),Some Folks Call It a Sling Blade,1993,Drama|Thriller
964,"Month by the Lake, A (1995)","Month by the Lake, A",1995,Comedy|Drama
965,Funny Face (1957),Funny Face,1957,Comedy|Musical
966,"Affair to Remember, An (1957)","Affair to Remember, An",1957,Romance
967,Little Lord Fauntleroy (1936),Little Lord Fauntleroy,1936,Drama
968,"Inspector General, The (1949)","Inspector General, The",1949,Musical
969,Winnie the Pooh and the Blustery Day (1968),Winnie the Pooh and the Blustery Day,1968,Animation|Children
970,Hear My Song (1991),Hear My Song,1991,Comedy
971,Mediterraneo (1991),Mediterraneo,1991,Comedy|War
972,Passion Fish (1992),Passion Fish,1992,Drama
973,Grateful Dead (1995),Grateful Dead,1995,Documentary
974,Eye for an Eye (1996),Eye for an Eye,1996,Drama|Thriller
975,Fear (1996),Fear,1996,Thriller
976,Solo (1996),Solo,1996,Action|Sci-Fi|Thriller
977,"Substitute, The (1996)","Substitute, The",1996,Action
978,Heaven's Prisoners (1996),Heaven's Prisoners,1996,Mystery|Thriller
979,"Trigger Effect, The (1996)","Trigger Effect, The",1996,Drama|Thriller
980,Mother Night (1996),Mother Night,1996,Drama
981,Dangerous Ground (1997),Dangerous Ground,1997,Drama
982,Maximum Risk (1996),Maximum Risk,1996,Action|Adventure|Thriller
983,"Rich Man's Wife, The (1996)","Rich Man's Wife, The",1996,Thriller
984,Shadow Conspiracy (1997),Shadow Conspiracy,1997,Thriller
985,Blood & Wine (1997),Blood & Wine,1997,Drama
986,Turbulence (1997),Turbulence,1997,Thriller
987,Underworld (1997),Underworld,1997,Thriller
988,"Beautician and the Beast, The (1997)","Beautician and the Beast, The",1997,Comedy|Romance
989,Cats Don't Dance (1997),Cats Don't Dance,1997,Animation|Children|Musical
990,Anna Karenina (1997),Anna Karenina,1997,Drama|Romance
991,Keys to Tulsa (1997),Keys to Tulsa,1997,Crime
992,Head Above Water (1996),Head Above Water,1996,Comedy|Thriller
993,Hercules (1997),Hercules,1997,Adventure|Animation|Children|Comedy|Musical
994,"Last Time I Committed Suicide, The (1997)","Last Time I Committed Suicide, The",1997,Drama
995,"Kiss Me, Guido (1997)","Kiss Me, Guido",1997,Comedy
996,"Big Green, The (1995)","Big Green, The",1995,Children|Comedy
997,Stuart Saves His Family (1995),Stuart Saves His Family,1995,Comedy
998,Cabin Boy (1994),Cabin Boy,1994,Comedy
999,Clean Slate (1994),Clean Slate,1994,Comedy
1000,Lightning Jack (1994),Lightning Jack,1994,Comedy|Western
1001,"Stupids, The (1996)","Stupids, The",1996,Comedy
1002,"Pest, The (1997)","Pest, The",1997,Comedy
1003,That Darn Cat! (1997),That Darn Cat!,1997,Children|Comedy|Mystery
1004,Geronimo: An American Legend (1993),Geronimo: An American Legend,1993,Drama|Western
1005,"Double vie de Véronique, La (Double Life of Veronique, The) (1991)","Double vie de Véronique, La (Double Life of Veronique, The)",1991,Drama
1006,Until the End of the World (Bis ans Ende der Welt) (1991),Until the End of the World (Bis ans Ende der Welt),1991,Drama|Sci-Fi
1007,Waiting for Guffman (1996),Waiting for Guffman,1996,Comedy
1008,I Shot Andy Warhol (1996),I Shot Andy Warhol,1996,Drama
1009,Stealing Beauty (1996),Stealing Beauty,1996,Drama
1010,Basquiat (1996),Basquiat,1996,Drama
1011,2 Days in the Valley (1996),2 Days in the Valley,1996,Crime
1012,Private Parts (1997),Private Parts,1997,Comedy|Drama
1013,Anaconda (1997),Anaconda,1997,Action|Adventure|Thriller
1014,Romy and Michele's High School Reunion (1997),Romy and Michele's High School Reunion,1997,Comedy
1015,Shiloh (1997),Shiloh,1997,Children|Drama
1016,Con Air (1997),Con Air,1997,Action|Adventure|Thriller
1017,Trees Lounge (1996),Trees Lounge,1996,Drama
1018,Tie Me Up! Tie Me Down! (1990),Tie Me Up! Tie Me Down!,1990,Drama
1019,"Die xue shuang xiong (Killer, The) (1989)","Die xue shuang xiong (Killer, The)",1989,Action|Thriller
1020,Gaslight (1944),Gaslight,1944,Mystery|Thriller
1021,8 1/2 (1963),8 1/2,1963,Drama
1022,"Fast, Cheap & Out of Control (1997)","Fast, Cheap & Out of Control",1997,Documentary
1023,Fathers' Day (1997),Fathers' Day,1997,Comedy
1024,Mrs. Dalloway (1997),Mrs. Dalloway,1997,Romance
1025,Fire Down Below (1997),Fire Down Below,1997,Action|Drama|Thriller
1026,"Lay of the Land, The (1997)","Lay of the Land, The",1997,Comedy|Drama
1027,"Shooter, The (1995)","Shooter, The",1995,Action
1028,Grumpier Old Men (1995),Grumpier Old Men,1995,Comedy|Romance
1029,Jury Duty (1995),Jury Duty,1995,Comedy
1030,"Beverly Hillbillies, The (1993)","Beverly Hillbillies, The",1993,Comedy
1031,Lassie (1994),Lassie,1994,Adventure|Children
1032,Little Big League (1994),Little Big League,1994,Children|Comedy
1033,Homeward Bound II: Lost in San Francisco (1996),Homeward Bound II: Lost in San Francisco,1996,Adventure|Children
1034,"Quest, The (1996)","Quest, The",1996,Action|Adventure
1035,Cool Runnings (1993),Cool Runnings,1993,Comedy
1036,Drop Dead Fred (1991),Drop Dead Fred,1991,Comedy|Fantasy
1037,Grease 2 (1982),Grease 2,1982,Comedy|Musical|Romance
1038,Switchback (1997),Switchback,1997,Thriller
1039,Hamlet (1996),Hamlet,1996,Drama
1040,Two if by Sea (1996),Two if by Sea,1996,Comedy|Romance
1041,Forget Paris (1995),Forget Paris,1995,Comedy|Romance
1042,Just Cause (1995),Just Cause,1995,Mystery|Thriller
1043,Rent-a-Kid (1995),Rent-a-Kid,1995,Comedy
1044,"Paper, The (1994)","Paper, The",1994,Comedy|Drama
1045,Fearless (1993),Fearless,1993,Drama
1046,Malice (1993),Malice,1993,Thriller
1047,Multiplicity (1996),Multiplicity,1996,Comedy
1048,She's the One (1996),She's the One,1996,Comedy|Romance
1049,House Arrest (1996),House Arrest,1996,Comedy
1050,"Ghost and Mrs. Muir, The (1947)","Ghost and Mrs. Muir, The",1947,Drama|Romance
1051,"Associate, The (1996)","Associate, The",1996,Comedy
1052,Dracula: Dead and Loving It (1995),Dracula: Dead and Loving It,1995,Comedy|Horror
1053,Now and Then (1995),Now and Then,1995,Drama
1054,Mr. Wrong (1996),Mr. Wrong,1996,Comedy
1055,"Simple Twist of Fate, A (1994)","Simple Twist of Fate, A",1994,Drama
1056,Cronos (1992),Cronos,1992,Horror
1057,"Pallbearer, The (1996)","Pallbearer, The",1996,Comedy
1058,"War, The (1994)","War, The",1994,Adventure|Drama
1059,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),Don't Be a Menace to South Central While Drinking Your Juice in the Hood,1996,Comedy
1060,"Adventures of Pinocchio, The (1996)","Adventures of Pinocchio, The",1996,Adventure|Children
1061,"Evening Star, The (1996)","Evening Star, The",1996,Comedy|Drama
1062,Four Days in September (1997),Four Days in September,1997,Drama
1063,"Little Princess, A (1995)","Little Princess, A",1995,Children|Drama
1064,Crossfire (1947),Crossfire,1947,Crime|Film-Noir
1065,Koyaanisqatsi (1983),Koyaanisqatsi,1983,Documentary|War
1066,Balto (1995),Balto,1995,Animation|Children
1067,Bottle Rocket (1996),Bottle Rocket,1996,Comedy
1068,"Star Maker, The (Uomo delle stelle, L') (1995)","Star Maker, The (Uomo delle stelle, L')",1995,Drama
1069,Amateur (1994),Amateur,1994,Crime|Drama|Thriller
1070,Living in Oblivion (1995),Living in Oblivion,1995,Comedy
1071,Party Girl (1995),Party Girl,1995,Comedy
1072,"Pyromaniac's Love Story, A (1995)","Pyromaniac's Love Story, A",1995,Comedy|Romance
1073,Shallow Grave (1994),Shallow Grave,1994,Thriller
1074,Reality Bites (1994),Reality Bites,1994,Comedy|Drama
1075,"Man of No Importance, A (1994)","Man of No Importance, A",1994,Drama
1076,"Pagemaster, The (1994)","Pagemaster, The",1994,Action|Adventure|Animation|Children|Fantasy
1077,Love and a .45 (1994),Love and a .45,1994,Thriller
1078,Oliver & Company (1988),Oliver & Company,1988,Animation|Children
1079,Joe's Apartment (1996),Joe's Apartment,1996,Comedy|Musical
1080,Celestial Clockwork (1994),Celestial Clockwork,1994,Comedy
1081,Curdled (1996),Curdled,1996,Crime
1082,Female Perversions (1996),Female Perversions,1996,Drama
1083,Albino Alligator (1996),Albino Alligator,1996,Crime|Thriller
1084,Anne Frank Remembered (1995),Anne Frank Remembered,1995,Documentary
1085,Carried Away (1996),Carried Away,1996,Drama|Romance
1086,It's My Party (1995),It's My Party,1995,Drama
1087,Bloodsport 2 (1995),Bloodsport 2,1995,Action
1088,Double Team (1997),Double Team,1997,Action
1089,Speed 2: Cruise Control (1997),Speed 2: Cruise Control,1997,Action|Romance|Thriller
1090,Sliver (1993),Sliver,1993,Thriller
1091,Pete's Dragon (1977),Pete's Dragon,1977,Adventure|Animation|Children|Musical
1092,Dear God (1996),Dear God,1996,Comedy
1093,Live Nude Girls (1995),Live Nude Girls,1995,Comedy
1094,"Thin Line Between Love and Hate, A (1996)","Thin Line Between Love and Hate, A",1996,Comedy
1095,High School High (1996),High School High,1996,Comedy
1096,Commandments (1997),Commandments,1997,Romance
1097,"Hate (Haine, La) (1995)","Hate (Haine, La)",1995,Drama
1098,Flirting With Disaster (1996),Flirting With Disaster,1996,Comedy
1099,"Red Firecracker, Green Firecracker (1994)","Red Firecracker, Green Firecracker",1994,Drama
1100,What Happened Was... (1994),What Happened Was...,1994,Comedy|Drama|Romance
1101,Six Degrees of Separation (1993),Six Degrees of Separation,1993,Drama|Mystery
1102,Two Much (1996),Two Much,1996,Comedy|Romance
1103,Trust (1990),Trust,1990,Comedy|Drama
1104,C'est arrivé près de chez vous (1992),C'est arrivé près de chez vous,1992,Comedy|Crime|Drama
1105,Firestorm (1998),Firestorm,1998,Action|Adventure|Thriller
1106,"Newton Boys, The (1998)","Newton Boys, The",1998,Crime|Drama
1107,Beyond Rangoon (1995),Beyond Rangoon,1995,Drama
1108,Feast of July (1995),Feast of July,1995,Drama
1109,Death and the Maiden (1994),Death and the Maiden,1994,Drama|Thriller
1110,Tank Girl (1995),Tank Girl,1995,Action|Comedy|Musical|Sci-Fi
1111,Double Happiness (1994),Double Happiness,1994,Drama
1112,Cobb (1994),Cobb,1994,Drama
1113,Mrs. Parker and the Vicious Circle (1994),Mrs. Parker and the Vicious Circle,1994,Drama
1114,Faithful (1996),Faithful,1996,Comedy
1115,Twelfth Night (1996),Twelfth Night,1996,Comedy|Drama|Romance
1116,"Mark of Zorro, The (1940)","Mark of Zorro, The",1940,Adventure
1117,Surviving Picasso (1996),Surviving Picasso,1996,Drama
1118,Up in Smoke (1978),Up in Smoke,1978,Comedy
1119,Some Kind of Wonderful (1987),Some Kind of Wonderful,1987,Drama|Romance
1120,I'm Not Rappaport (1996),I'm Not Rappaport,1996,Comedy
1121,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)","Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les)",1964,Drama|Musical
1122,They Made Me a Criminal (1939),They Made Me a Criminal,1939,Crime|Drama
1123,"Last Time I Saw Paris, The (1954)","Last Time I Saw Paris, The",1954,Drama
1124,"Farewell to Arms, A (1932)","Farewell to Arms, A",1932,Romance|War
1125,"Innocents, The (1961)","Innocents, The",1961,Thriller
1126,"Old Man and the Sea, The (1958)","Old Man and the Sea, The",1958,Adventure|Drama
1127,"Truman Show, The (1998)","Truman Show, The",1998,Drama
1128,Heidi Fleiss: Hollywood Madam (1995) ,Heidi Fleiss: Hollywood Madam (1995) ,,Documentary
1129,Chungking Express (1994),Chungking Express,1994,Drama|Mystery|Romance
1130,Jupiter's Wife (1994),Jupiter's Wife,1994,Documentary
1131,Safe (1995),Safe,1995,Thriller
1132,Feeling Minnesota (1996),Feeling Minnesota,1996,Drama|Romance
1133,Escape to Witch Mountain (1975),Escape to Witch Mountain,1975,Adventure|Children|Fantasy
1134,Get on the Bus (1996),Get on the Bus,1996,Drama
1135,"Doors, The (1991)","Doors, The",1991,Drama|Musical
1136,Ghosts of Mississippi (1996),Ghosts of Mississippi,1996,Drama
1137,Beautiful Thing (1996),Beautiful Thing,1996,Drama|Romance
1138,Best Men (1997),Best Men,1997,Action|Comedy|Crime|Drama
1139,Hackers (1995),Hackers,1995,Action|Crime|Thriller
1140,"Road to Wellville, The (1994)","Road to Wellville, The",1994,Comedy
1141,"War Room, The (1993)","War Room, The",1993,Documentary
1142,When We Were Kings (1996),When We Were Kings,1996,Documentary
1143,Hard Eight (1996),Hard Eight,1996,Crime|Thriller
1144,"Quiet Room, The (1996)","Quiet Room, The",1996,Drama
1145,Blue Chips (1994),Blue Chips,1994,Drama
1146,Calendar Girl (1993),Calendar Girl,1993,Drama
1147,My Family (1995),My Family,1995,Drama
1148,Tom & Viv (1994),Tom & Viv,1994,Drama
1149,Walkabout (1971),Walkabout,1971,Drama
1150,Last Dance (1996),Last Dance,1996,Drama
1151,Original Gangstas (1996),Original Gangstas,1996,Crime
1152,In Love and War (1996),In Love and War,1996,Romance|War
1153,Backbeat (1993),Backbeat,1993,Drama|Musical
1154,Alphaville (1965),Alphaville,1965,Sci-Fi
1155,"Rendezvous in Paris (Rendez-vous de Paris, Les) (1995)","Rendezvous in Paris (Rendez-vous de Paris, Les)",1995,Comedy|Romance
1156,Cyclo (1995),Cyclo,1995,Crime|Drama
1157,"Relic, The (1997)","Relic, The",1997,Horror
1158,"Fille seule, La (A Single Girl) (1995)","Fille seule, La (A Single Girl)",1995,Drama
1159,Stalker (1979),Stalker,1979,Mystery|Sci-Fi
1160,Love! Valour! Compassion! (1997),Love! Valour! Compassion!,1997,Drama|Romance
1161,Palookaville (1996),Palookaville,1996,Action|Drama
1162,Phat Beach (1996),Phat Beach,1996,Comedy
1163,"Portrait of a Lady, The (1996)","Portrait of a Lady, The",1996,Drama
1164,Zeus and Roxanne (1997),Zeus and Roxanne,1997,Children
1165,Big Bully (1996),Big Bully,1996,Comedy|Drama
1166,Love & Human Remains (1993),Love & Human Remains,1993,Comedy
1167,"Sum of Us, The (1994)","Sum of Us, The",1994,Comedy
1168,Little Buddha (1993),Little Buddha,1993,Drama
1169,Fresh (1994),Fresh,1994,Drama
1170,Spanking the Monkey (1994),Spanking the Monkey,1994,Comedy|Drama
1171,Wild Reeds (1994),Wild Reeds,1994,Drama
1172,"Women, The (1939)","Women, The",1939,Comedy
1173,Bliss (1997),Bliss,1997,Drama|Romance
1174,Caught (1996),Caught,1996,Drama|Thriller
1175,Hugo Pool (1997),Hugo Pool,1997,Romance
1176,Welcome To Sarajevo (1997),Welcome To Sarajevo,1997,Drama|War
1177,Dunston Checks In (1996),Dunston Checks In,1996,Comedy
1178,Major Payne (1994),Major Payne,1994,Comedy
1179,Man of the House (1995),Man of the House,1995,Comedy
1180,I Love Trouble (1994),I Love Trouble,1994,Action|Comedy
1181,"Low Down Dirty Shame, A (1994)","Low Down Dirty Shame, A",1994,Action|Comedy
1182,Cops and Robbersons (1994),Cops and Robbersons,1994,Comedy
1183,"Cowboy Way, The (1994)","Cowboy Way, The",1994,Action|Comedy
1184,"Endless Summer 2, The (1994)","Endless Summer 2, The",1994,Documentary
1185,In the Army Now (1994),In the Army Now,1994,Comedy|War
1186,"Inkwell, The (1994)","Inkwell, The",1994,Comedy|Drama
1187,Switchblade Sisters (1975),Switchblade Sisters,1975,Crime
1188,Young Guns II (1990),Young Guns II,1990,Action|Comedy|Western
1189,Prefontaine (1997),Prefontaine,1997,Drama
1190,That Old Feeling (1997),That Old Feeling,1997,Comedy|Romance
1191,"Letter From Death Row, A (1998)","Letter From Death Row, A",1998,Crime|Drama
1192,"Boys of St. Vincent, The (1993)","Boys of St. Vincent, The",1993,Drama
1193,Before the Rain (Pred dozhdot) (1994),Before the Rain (Pred dozhdot),1994,Drama
1194,Once Were Warriors (1994),Once Were Warriors,1994,Crime|Drama
1195,Strawberry and Chocolate (Fresa y chocolate) (1993),Strawberry and Chocolate (Fresa y chocolate),1993,Drama
1196,"Savage Nights (Nuits fauves, Les) (1992)","Savage Nights (Nuits fauves, Les)",1992,Drama
1197,"Family Thing, A (1996)","Family Thing, A",1996,Comedy|Drama
1198,Purple Noon (1960),Purple Noon,1960,Crime|Thriller
1199,Cemetery Man (Dellamorte Dellamore) (1994),Cemetery Man (Dellamorte Dellamore),1994,Comedy|Horror
